Identificación,Número de Matrícula,Estado de la matrícula,nombre,Categoria de la Matrícula,Tipo de Sociedad,Tipo Organización,Cámara de Comercio,Fecha de Matrícula,Fecha de Vigencia,Fecha de Cancelación,Último año renovado,Fecha de renovación,Fecha de Actualización,Motivo Cancelación,Emprendimiento Social,Extinción de Dominio
NIT 900960049 - 3,57275,Activa,DISTRIBUIDORA JUAN POLLO F&W S.A.S EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Magdalena medio,2016/04/13,Indefinido,,2017,2017/06/09,2022/05/18,NORMAL,,
NIT 901089182 - 3,60118,Activa,F&S PROYECTO SAS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Magdalena medio,2017/06/09,Indefinido,,2017,2017/06/09,2022/05/18,NORMAL,,
NIT 901330906 - 1,67234,Activa,SERVICIOS Y SUMINISTROS F&M S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Magdalena medio,2019/10/11,Indefinido,,2024,2024/03/30,2024/05/28,NORMAL,N,
SIN IDENTIFICACION 108,8482,Activa,TELE - RADIO JOSE F. FAJARDO LIMITADA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Aguachica,1997/11/12,1993/11/10,,0,,2020/11/12,NORMAL,,
NIT 901036751 - 7,29978,Activa,M&F SOLUCIONES EMPRESARIALES S.A.S EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Ocana,2016/12/19,2036/12/07,,2018,2018/03/31,2022/10/14,NORMAL,,
SIN IDENTIFICACION 773,18034,Activa,H F & J SUMINISTROS Y SERVICIOS LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Casanare,1998/02/20,2018/02/03,,0,,2020/11/12,NORMAL,,
SIN IDENTIFICACION,19347,Activa,CONSTRUCCIONES Y TRANSPORTES F Y ERRES DE COLOMBIA LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Casanare,1998/06/16,2001/06/12,,0,,2020/11/12,NORMAL,,
NIT 844002436 - 9,26554,Activa,"""F C & CIA LTDA"" EN LIQUIDACION",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Casanare,2000/12/07,2010/12/03,,0,,2020/11/14,NORMAL,,
NIT 900112201 - 1,57889,Activa,P&F INGENIERIA LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Casanare,2006/10/10,2021/10/02,,0,,2020/11/12,NORMAL,,
NIT 809006593 - 8,66440,Activa,F Z DISTRIBUCIONES MARKENTING AGROPECUARIO E.A.T. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas asociativas de trabajo,Casanare,2008/03/25,2012/08/04,,2008,2008/03/25,2023/01/05,NORMAL,,
NIT 900229616 - 6,68686,Activa,CONSTRUCTORA E Y F LIMITADA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Casanare,2008/07/15,2028/07/11,,2008,2008/07/15,2020/02/05,,,
NIT 900285068 - 8,73700,Activa,DISTRIVARIOS F & G LIMITADA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Casanare,2009/05/21,2039/05/20,,0,,2020/11/12,NORMAL,,
NIT 900591415 - 2,98222,Activa,CONSULTORIAS AMBIENTALES F& S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Casanare,2013/02/11,Indefinido,,2013,2013/02/11,2022/05/19,NORMAL,,
SIN IDENTIFICACION,101681,Activa,ALMACEN Y FERRETERIA LOS PARIENTES S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Casanare,2013/07/18,Indefinido,,2013,2013/07/18,2023/02/22,NORMAL,,
NIT 901485034 - 1,156843,Activa,ELECTRICOS TRUJILLANOS F&N S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Casanare,2021/05/07,Indefinido,,2022,2022/11/22,2022/11/22,NORMAL,,
NIT 901316788 - 0,129573,Activa,A & F ASESORES S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Facatativa,2019/03/20,Indefinido,,2023,2023/12/28,2023/12/28,NORMAL,N,
NIT 901360563 - 7,138038,Activa,F&D ASESORIAS Y SERVICIOS INTEGRALES S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Facatativa,2020/01/29,Indefinido,,2024,2024/03/13,2024/04/01,NORMAL,N,
NIT 832004529 - 0,9000500717,Activa,ASOCIACION DE PADRES DE FAMILIA DEL COLEGIO BASICO JOHN F. KENNEDY JORNADA TARDE EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,Asociaciones de padres de familia,Facatativa,2000/05/19,2020/04/04,,2019,2019/04/23,2023/09/04,NORMAL,,
SIN IDENTIFICACION,9000500987,Activa,ASOCIACION DE PADRES DE FAMILIA DE LAS INSTITUCIONES DE EDUCACION BASICA PRIMARIA (JONH F. KENNEDY) ANTONIO NARINO Y JARDIN DEPARTAMENTAL ALFONSO LOPEZ. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,Asociaciones de padres de familia,Facatativa,2001/08/14,2011/06/10,,0,,2020/11/14,NORMAL,,
NIT 832009086 - 2,9000501326,Activa,COOPERATIVA DE TRABAJO ASOCIADO MULTIFUNCIONARIOS F Y S EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Economia solidaria,"Cooperativas, federaciones y confederaciones, instituciones auxiliares de la economía solidaria y precooperativas.",Facatativa,2003/06/09,Indefinido,,0,,2020/11/13,NORMAL,,
NIT 832010248 - 0,9000501462,Activa,FUNDACION DE MISIONEROS MARIANOS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,"Corporaciones, asociaciones y fundaciones creadas para adelantar actividades en comunidades indígenas.",Facatativa,2004/01/19,Indefinido,,2018,2018/02/20,2023/04/24,NORMAL,,
NIT 800250153 - 2,8833,Activa,INGENIERIA J & F LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Arauca,1994/12/13,2004/11/08,,2005,2005/06/24,2020/11/13,NORMAL,,
NIT 834001545 - 2,14523,Activa,J & F INGENIERIA Y TOPOGRAFIA SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Arauca,2003/04/01,Indefinido,,2023,2023/03/30,2024/04/07,NORMAL,N,
